model,p2_id,cell,value
qwen3-8b,g24p2_248,ADM-,99.9999317284184
qwen3-8b,g24p2_248,CF+,0.0007148843774564955
qwen3-8b,g24p2_248,CF-,27.252292092101992
qwen3-8b,g24p2_248,EXC+,99.99999999753517
qwen3-8b,g24p2_248,EXC-,33.332010677322614
qwen3-8b,g24p2_248,MNR+,5.753181254214756
qwen3-8b,g24p2_248,MNR-,33.61121379163195
qwen3-8b,g24p2_248,RND+,2.5286434182426176
qwen3-8b,g24p2_248,RND-,20.74868025812611
qwen3-8b,g24p2_248,STR+,8.478320266445241
qwen3-8b,g24p2_248,STR-,5.109022921914058e-07
qwen3-8b,g24p2_248,Y0,1.4422275390683381e-11
qwen3-8b,g24p2_250,ADM+,99.99999902604452
qwen3-8b,g24p2_250,ADM-,0.004357715574965994
qwen3-8b,g24p2_250,CF+,88.86359151033344
qwen3-8b,g24p2_250,CF-,18.51820504576809
qwen3-8b,g24p2_250,EXC+,9.508380964549279e-06
qwen3-8b,g24p2_250,EXC-,1.4431123235361813e-06
qwen3-8b,g24p2_250,MNR+,99.9254960026514
qwen3-8b,g24p2_250,MNR-,1.2414798304384951e-08
qwen3-8b,g24p2_250,RND+,22.867192249593987
qwen3-8b,g24p2_250,RND-,1.247309466332725
qwen3-8b,g24p2_250,STR+,49.96637353287399
qwen3-8b,g24p2_250,STR-,2.3774409005926e-10
qwen3-8b,g24p2_250,Y0,1.1402870159177574e-07
qwen3-8b,g24p2_252,ADM+,99.99999999992681
qwen3-8b,g24p2_252,ADM-,5.82057222115114e-10
qwen3-8b,g24p2_252,CF+,6.104170256480067
qwen3-8b,g24p2_252,CF-,0.018623174396340467
qwen3-8b,g24p2_252,EXC+,99.99999942434913
qwen3-8b,g24p2_252,EXC-,1.1391750328040955e-10
qwen3-8b,g24p2_252,MNR+,9.806798155104017e-08
qwen3-8b,g24p2_252,MNR-,4.754179810206109e-10
qwen3-8b,g24p2_252,RND+,5.887654292518208e-05
qwen3-8b,g24p2_252,RND-,0.004165548475294686
qwen3-8b,g24p2_252,STR+,5.1120153847032836e-05
qwen3-8b,g24p2_252,STR-,8.478237295503857e-11
qwen3-8b,g24p2_252,Y0,99.99999999689881
qwen3-8b,g24p2_254,ADM+,77.77672059801071
qwen3-8b,g24p2_254,ADM-,77.81221249815832
qwen3-8b,g24p2_254,CF+,39.60821336793519
qwen3-8b,g24p2_254,CF-,45.95753589732907
qwen3-8b,g24p2_254,EXC+,4.935899881383278
qwen3-8b,g24p2_254,EXC-,54.231357248685924
qwen3-8b,g24p2_254,MNR+,18.75021674932086
qwen3-8b,g24p2_254,MNR-,38.962942634864845
qwen3-8b,g24p2_254,RND+,34.17671582086315
qwen3-8b,g24p2_254,RND-,35.80938245186508
qwen3-8b,g24p2_254,STR+,33.07269695520189
qwen3-8b,g24p2_254,STR-,33.86435804661421
qwen3-8b,g24p2_254,Y0,33.584993102164184
qwen3-8b,g24p2_255,ADM+,99.99999999996508
qwen3-8b,g24p2_255,ADM-,2.4882216119150884e-09
qwen3-8b,g24p2_255,CF+,0.0022988305851953336
qwen3-8b,g24p2_255,CF-,0.004632118846435124
qwen3-8b,g24p2_255,EXC+,99.99996768817373
qwen3-8b,g24p2_255,EXC-,3.377395511828639e-10
qwen3-8b,g24p2_255,MNR+,14.804797810197309
qwen3-8b,g24p2_255,MNR-,5.623263386742204e-10
qwen3-8b,g24p2_255,RND+,0.07083860577713812
qwen3-8b,g24p2_255,RND-,0.30460177458590015
qwen3-8b,g24p2_255,STR+,5.3909397318730075e-08
qwen3-8b,g24p2_255,STR-,4.46048915760581e-09
qwen3-8b,g24p2_255,Y0,2.5010915146621756e-09
qwen3-8b,g24p2_258,ADM+,99.9999999999901
qwen3-8b,g24p2_258,ADM-,5.576653464390656e-09
qwen3-8b,g24p2_258,CF+,73.58143484783874
qwen3-8b,g24p2_258,CF-,0.3715026906405326
qwen3-8b,g24p2_258,EXC+,99.99976603048759
qwen3-8b,g24p2_258,EXC-,0.0006496872284256878
qwen3-8b,g24p2_258,MNR+,0.7304751731717787
qwen3-8b,g24p2_258,MNR-,99.93864960985132
qwen3-8b,g24p2_258,RND+,99.74467803832009
qwen3-8b,g24p2_258,RND-,41.48962417084809
qwen3-8b,g24p2_258,STR+,99.99998043978903
qwen3-8b,g24p2_258,STR-,84.03423900275637
qwen3-8b,g24p2_258,Y0,99.84373738920604
qwen3-8b,g24p2_259,ADM+,99.99999999999005
qwen3-8b,g24p2_259,ADM-,99.99999999995565
qwen3-8b,g24p2_259,CF+,50.0135882011333
qwen3-8b,g24p2_259,CF-,16.671441331305807
qwen3-8b,g24p2_259,EXC+,99.99037944140747
qwen3-8b,g24p2_259,EXC-,99.9999999981121
qwen3-8b,g24p2_259,MNR+,99.99999998208965
qwen3-8b,g24p2_259,MNR-,3.5880101536511235e-08
qwen3-8b,g24p2_259,RND+,39.72261239560042
qwen3-8b,g24p2_259,RND-,8.969177404389875
qwen3-8b,g24p2_259,STR+,1.6505696888943766
qwen3-8b,g24p2_259,STR-,2.2152178178173668e-08
qwen3-8b,g24p2_259,Y0,61.80183997144612
qwen3-8b,g24p2_260,ADM+,99.99999839379794
qwen3-8b,g24p2_260,ADM-,5.723375704933641e-09
qwen3-8b,g24p2_260,CF+,2.41794440370252e-10
qwen3-8b,g24p2_260,CF-,0.0007354325088002084
qwen3-8b,g24p2_260,EXC+,4.798728916540667
qwen3-8b,g24p2_260,EXC-,4.540495949181816e-09
qwen3-8b,g24p2_260,MNR+,0.030436401143312846
qwen3-8b,g24p2_260,MNR-,4.0685872358329887e-07
qwen3-8b,g24p2_260,RND+,2.5806206697070594e-08
qwen3-8b,g24p2_260,RND-,0.006786476259287512
qwen3-8b,g24p2_260,STR+,0.03324861019881164
qwen3-8b,g24p2_260,STR-,0.00033978470300450784
qwen3-8b,g24p2_260,Y0,2.650576142117661e-06
qwen3-8b,g24p2_261,ADM+,99.99999999987944
qwen3-8b,g24p2_261,ADM-,2.2936130657178018e-07
qwen3-8b,g24p2_261,CF+,34.059448597727055
qwen3-8b,g24p2_261,CF-,5.415687875144742
qwen3-8b,g24p2_261,EXC+,99.84728489493132
qwen3-8b,g24p2_261,EXC-,0.00012447339989591133
qwen3-8b,g24p2_261,MNR+,99.9999999998791
qwen3-8b,g24p2_261,MNR-,7.60921186660339e-08
qwen3-8b,g24p2_261,RND+,88.89768304141248
qwen3-8b,g24p2_261,RND-,0.001634459884463113
qwen3-8b,g24p2_261,STR+,44.48145738383575
qwen3-8b,g24p2_261,STR-,4.8844757432065316e-11
qwen3-8b,g24p2_261,Y0,66.0433938910932
qwen35-9b,g24p2_000,ADM+,45.93578460045862
qwen35-9b,g24p2_000,ADM-,2.2247151416447357
qwen35-9b,g24p2_000,CF+,98.69204746661283
qwen35-9b,g24p2_000,CF-,0.956435264420736
qwen35-9b,g24p2_000,EXC+,97.48092024465139
qwen35-9b,g24p2_000,EXC-,6.769553826365252
qwen35-9b,g24p2_000,MNR+,99.25056771145357
qwen35-9b,g24p2_000,MNR-,6.735293134655296
qwen35-9b,g24p2_000,RND+,98.84130328521532
qwen35-9b,g24p2_000,RND-,1.4166198414388536
qwen35-9b,g24p2_000,STR+,1.3415437937453611
qwen35-9b,g24p2_000,STR-,2.0170548427482533
qwen35-9b,g24p2_000,Y0,99.19111955868502
qwen35-9b,g24p2_001,ADM+,98.51275653258989
qwen35-9b,g24p2_001,ADM-,3.36518908436111
qwen35-9b,g24p2_001,CF+,7.5323618092185445
qwen35-9b,g24p2_001,CF-,6.189205561816534
qwen35-9b,g24p2_001,EXC+,34.71391351000115
qwen35-9b,g24p2_001,EXC-,11.03103201468803
qwen35-9b,g24p2_001,MNR+,98.36168224766162
qwen35-9b,g24p2_001,MNR-,0.05765949007757787
qwen35-9b,g24p2_001,RND+,66.92676605369356
qwen35-9b,g24p2_001,RND-,69.21916431451672
qwen35-9b,g24p2_001,STR+,6.689266338996651
qwen35-9b,g24p2_001,STR-,7.678566151771856
qwen35-9b,g24p2_001,Y0,1.0474962836475097
qwen35-9b,g24p2_002,ADM+,99.36873634523573
qwen35-9b,g24p2_002,ADM-,38.58001427152449
qwen35-9b,g24p2_002,CF+,98.80069639089947
qwen35-9b,g24p2_002,CF-,85.88800484150744
qwen35-9b,g24p2_002,EXC+,2.682716961849687
qwen35-9b,g24p2_002,EXC-,36.40654387493607
qwen35-9b,g24p2_002,MNR+,98.70952742366404
qwen35-9b,g24p2_002,MNR-,9.72660121816376
qwen35-9b,g24p2_002,RND+,98.392663029527
qwen35-9b,g24p2_002,RND-,86.75921285785228
qwen35-9b,g24p2_002,STR+,3.9759446261857363
qwen35-9b,g24p2_002,STR-,91.01273466809795
qwen35-9b,g24p2_002,Y0,93.38752173600936
qwen35-9b,g24p2_003,ADM+,95.822370523172
qwen35-9b,g24p2_003,ADM-,91.45623661572348
qwen35-9b,g24p2_003,CF+,30.42304028082354
qwen35-9b,g24p2_003,CF-,16.51646740303333
qwen35-9b,g24p2_003,EXC+,29.253804140247603
qwen35-9b,g24p2_003,EXC-,15.943240560002955
qwen35-9b,g24p2_003,MNR+,99.93478082953612
qwen35-9b,g24p2_003,MNR-,91.82796058672454
qwen35-9b,g24p2_003,RND+,99.99047287720286
qwen35-9b,g24p2_003,RND-,45.27910285103321
qwen35-9b,g24p2_003,STR+,19.55180828248745
qwen35-9b,g24p2_003,STR-,23.873999103964927
qwen35-9b,g24p2_003,Y0,98.18207901969215
qwen35-9b,g24p2_004,ADM+,99.52141035445419
qwen35-9b,g24p2_004,ADM-,60.5155285288225
qwen35-9b,g24p2_004,CF+,99.35150817980518
qwen35-9b,g24p2_004,CF-,8.250648903514936
qwen35-9b,g24p2_004,EXC+,1.809681748255585
qwen35-9b,g24p2_004,EXC-,20.440377047057943
qwen35-9b,g24p2_004,MNR+,99.58646604765367
qwen35-9b,g24p2_004,MNR-,40.90887878058121
qwen35-9b,g24p2_004,RND+,99.22443759576046
qwen35-9b,g24p2_004,RND-,21.90606502637312
qwen35-9b,g24p2_004,STR+,24.15039255784838
qwen35-9b,g24p2_004,STR-,14.319644612793505
qwen35-9b,g24p2_004,Y0,91.96559762475448
qwen35-9b,g24p2_005,ADM+,97.4191636980546
qwen35-9b,g24p2_005,ADM-,0.013705350374127385
qwen35-9b,g24p2_005,CF+,13.32591827581714
qwen35-9b,g24p2_005,CF-,5.836971710180209
qwen35-9b,g24p2_005,EXC+,9.745850837403909
qwen35-9b,g24p2_005,EXC-,40.793190778319584
qwen35-9b,g24p2_005,MNR+,10.721233134639927
qwen35-9b,g24p2_005,MNR-,4.81739875919974
qwen35-9b,g24p2_005,RND+,9.849473372034316
qwen35-9b,g24p2_005,RND-,13.460617064287383
qwen35-9b,g24p2_005,STR+,11.12915121214629
qwen35-9b,g24p2_005,STR-,5.76839106172203
qwen35-9b,g24p2_005,Y0,3.052396839263799
qwen35-9b,g24p2_006,ADM+,98.35410397244588
qwen35-9b,g24p2_006,ADM-,0.02829565363877298
qwen35-9b,g24p2_006,CF+,87.95365021408284
qwen35-9b,g24p2_006,CF-,2.9128687178189807
qwen35-9b,g24p2_006,EXC+,31.984153493677088
qwen35-9b,g24p2_006,EXC-,5.015271439381704
qwen35-9b,g24p2_006,MNR+,62.52232682423596
qwen35-9b,g24p2_006,MNR-,12.182276784219955
qwen35-9b,g24p2_006,RND+,86.75714043372898
qwen35-9b,g24p2_006,RND-,2.987509141366731
qwen35-9b,g24p2_006,STR+,16.989292580336485
qwen35-9b,g24p2_006,STR-,16.242622118398742
qwen35-9b,g24p2_006,Y0,10.45395153877597
qwen35-9b,g24p2_010,ADM+,98.35079281930115
qwen35-9b,g24p2_010,ADM-,10.666341317000025
qwen35-9b,g24p2_010,CF+,98.75054084171023
qwen35-9b,g24p2_010,CF-,4.518084719782172
qwen35-9b,g24p2_010,EXC+,37.07299131834654
qwen35-9b,g24p2_010,EXC-,92.47582138586644
qwen35-9b,g24p2_010,MNR+,96.79801061968402
qwen35-9b,g24p2_010,MNR-,7.707083757306699
qwen35-9b,g24p2_010,RND+,7.817000423709263
qwen35-9b,g24p2_010,RND-,7.354892284993808
qwen35-9b,g24p2_010,STR+,5.360062810464541
qwen35-9b,g24p2_010,STR-,5.2718510036963515
qwen35-9b,g24p2_010,Y0,34.42020997525037
qwen35-9b,g24p2_011,ADM+,98.89709804300594
qwen35-9b,g24p2_011,ADM-,1.278212286629527
qwen35-9b,g24p2_011,CF+,98.82115122555494
qwen35-9b,g24p2_011,CF-,98.80429156133921
qwen35-9b,g24p2_011,EXC+,14.744602350689036
qwen35-9b,g24p2_011,EXC-,96.70940707001392
qwen35-9b,g24p2_011,MNR+,98.7777595130674
qwen35-9b,g24p2_011,MNR-,6.568535049131055
qwen35-9b,g24p2_011,RND+,99.08003354820697
qwen35-9b,g24p2_011,RND-,15.149390302775641
qwen35-9b,g24p2_011,STR+,99.12912421206565
qwen35-9b,g24p2_011,STR-,7.695577517014611
qwen35-9b,g24p2_011,Y0,85.62651887350775
qwen35-9b,g24p2_012,ADM+,98.66016884870447
qwen35-9b,g24p2_012,ADM-,0.0035217829211668414
qwen35-9b,g24p2_012,CF+,98.04067271498803
qwen35-9b,g24p2_012,CF-,2.63930339955365
qwen35-9b,g24p2_012,EXC+,43.711090346741166
qwen35-9b,g24p2_012,EXC-,0.007507759873318035
qwen35-9b,g24p2_012,MNR+,97.4709020205832
qwen35-9b,g24p2_012,MNR-,0.005559875670301126
qwen35-9b,g24p2_012,RND+,97.98616036025136
qwen35-9b,g24p2_012,RND-,2.786993163979461
qwen35-9b,g24p2_012,STR+,99.0015785488188
qwen35-9b,g24p2_012,STR-,4.904127009353406
qwen35-9b,g24p2_012,Y0,95.11292660153126
qwen35-9b,g24p2_014,ADM+,99.46621883887475
qwen35-9b,g24p2_014,ADM-,0.004000274599944143
qwen35-9b,g24p2_014,CF+,98.32492593971362
qwen35-9b,g24p2_014,CF-,55.99193607235552
qwen35-9b,g24p2_014,EXC+,26.72776723478938
qwen35-9b,g24p2_014,EXC-,1.9472962581046172
qwen35-9b,g24p2_014,MNR+,95.5899788435542
qwen35-9b,g24p2_014,MNR-,9.758134796680062
qwen35-9b,g24p2_014,RND+,98.77216102674045
qwen35-9b,g24p2_014,RND-,54.03982735109008
qwen35-9b,g24p2_014,STR+,50.59927139751205
qwen35-9b,g24p2_014,STR-,2.8962381827057477
qwen35-9b,g24p2_014,Y0,98.41025018380144
qwen35-9b,g24p2_015,ADM+,99.46179544672307
qwen35-9b,g24p2_015,ADM-,29.606753563661787
qwen35-9b,g24p2_015,CF+,99.07232972680502
qwen35-9b,g24p2_015,CF-,2.1585947324855868
qwen35-9b,g24p2_015,EXC+,31.648872530337567
qwen35-9b,g24p2_015,EXC-,32.374491403593545
qwen35-9b,g24p2_015,MNR+,31.213335917732813
qwen35-9b,g24p2_015,MNR-,0.059253314315726585
qwen35-9b,g24p2_015,RND+,99.3906860945774
qwen35-9b,g24p2_015,RND-,2.5553153625541922
qwen35-9b,g24p2_015,STR+,22.72709099559147
qwen35-9b,g24p2_015,STR-,29.627981566161466
qwen35-9b,g24p2_015,Y0,99.51972773197978
qwen35-9b,g24p2_016,ADM+,98.33465844336453
qwen35-9b,g24p2_016,ADM-,1.0098686849770413
qwen35-9b,g24p2_016,CF+,91.73814329734863
qwen35-9b,g24p2_016,CF-,86.13850660809626
qwen35-9b,g24p2_016,EXC+,2.9670265507517644
qwen35-9b,g24p2_016,EXC-,0.07288617584164198
qwen35-9b,g24p2_016,MNR+,38.40492081667164
qwen35-9b,g24p2_016,MNR-,5.550894019771132
qwen35-9b,g24p2_016,RND+,41.523519186102746
qwen35-9b,g24p2_016,RND-,85.8556573675516
qwen35-9b,g24p2_016,STR+,4.123463839977141
qwen35-9b,g24p2_016,STR-,25.76898114619219
qwen35-9b,g24p2_016,Y0,67.18385930951257
qwen35-9b,g24p2_017,ADM+,96.6264120093146
qwen35-9b,g24p2_017,ADM-,2.5867378814433195
qwen35-9b,g24p2_017,CF+,98.734708089053
qwen35-9b,g24p2_017,CF-,0.8336196952033017
qwen35-9b,g24p2_017,EXC+,26.17661108616677
qwen35-9b,g24p2_017,EXC-,20.982110270821384
qwen35-9b,g24p2_017,MNR+,98.29169211831592
qwen35-9b,g24p2_017,MNR-,1.1479427771932373
qwen35-9b,g24p2_017,RND+,98.64807111510001
qwen35-9b,g24p2_017,RND-,0.9194886655128829
qwen35-9b,g24p2_017,STR+,30.17738581954989
qwen35-9b,g24p2_017,STR-,31.90365251872049
qwen35-9b,g24p2_017,Y0,99.82319290298943
qwen35-9b,g24p2_018,ADM+,99.84422565366619
qwen35-9b,g24p2_018,ADM-,98.34917408172181
qwen35-9b,g24p2_018,CF+,98.98925584851288
qwen35-9b,g24p2_018,CF-,97.47388049572324
qwen35-9b,g24p2_018,EXC+,3.83961815628008
qwen35-9b,g24p2_018,EXC-,25.830946759693667
qwen35-9b,g24p2_018,MNR+,99.48809574674115
qwen35-9b,g24p2_018,MNR-,97.3089075007087
qwen35-9b,g24p2_018,RND+,97.79655975398204
qwen35-9b,g24p2_018,RND-,97.86348805702525
qwen35-9b,g24p2_018,STR+,98.35670816923243
qwen35-9b,g24p2_018,STR-,97.57288435740483
qwen35-9b,g24p2_018,Y0,99.84404891022272
qwen35-9b,g24p2_019,ADM+,98.88720858581033
qwen35-9b,g24p2_019,ADM-,95.51844251099044
qwen35-9b,g24p2_019,CF+,30.375023323926243
qwen35-9b,g24p2_019,CF-,3.4464670152724457
qwen35-9b,g24p2_019,EXC+,98.0572839913158
qwen35-9b,g24p2_019,EXC-,17.462652877890967
qwen35-9b,g24p2_019,MNR+,4.37278770627949
qwen35-9b,g24p2_019,MNR-,76.27190055881293
qwen35-9b,g24p2_019,RND+,0.9380779020827982
qwen35-9b,g24p2_019,RND-,2.079008568292423
qwen35-9b,g24p2_019,STR+,0.8362754671184767
qwen35-9b,g24p2_019,STR-,1.5944861022752197
qwen35-9b,g24p2_019,Y0,0.5668586676619882
qwen35-9b,g24p2_020,ADM+,98.7276358079431
qwen35-9b,g24p2_020,ADM-,3.5772640934231563
qwen35-9b,g24p2_020,CF+,98.90974137952425
qwen35-9b,g24p2_020,CF-,2.8809988882847852
qwen35-9b,g24p2_020,EXC+,27.1992124565736
qwen35-9b,g24p2_020,EXC-,0.0390450123281217
qwen35-9b,g24p2_020,MNR+,18.970273383998315
qwen35-9b,g24p2_020,MNR-,11.282301957855294
qwen35-9b,g24p2_020,RND+,99.13228385881375
qwen35-9b,g24p2_020,RND-,3.077692766997561
qwen35-9b,g24p2_020,STR+,99.06810181795284
qwen35-9b,g24p2_020,STR-,3.6966505476979714
qwen35-9b,g24p2_020,Y0,99.56394010452011
qwen35-9b,g24p2_021,ADM+,99.12201082438693
qwen35-9b,g24p2_021,ADM-,0.5416286179936534
qwen35-9b,g24p2_021,CF+,37.6189041911011
qwen35-9b,g24p2_021,CF-,47.080889818003925
qwen35-9b,g24p2_021,EXC+,9.970488456675643
qwen35-9b,g24p2_021,EXC-,6.050299894546281
qwen35-9b,g24p2_021,MNR+,99.98421919880636
qwen35-9b,g24p2_021,MNR-,2.521337895487667
qwen35-9b,g24p2_021,RND+,50.586129876842605
qwen35-9b,g24p2_021,RND-,47.996913795272235
qwen35-9b,g24p2_021,STR+,42.54435355618916
qwen35-9b,g24p2_021,STR-,42.883760154809835
qwen35-9b,g24p2_021,Y0,98.9845957753642
qwen35-9b,g24p2_023,ADM+,99.45179098043133
qwen35-9b,g24p2_023,ADM-,15.055990381325241
qwen35-9b,g24p2_023,CF+,98.92822855689164
qwen35-9b,g24p2_023,CF-,3.543036145515366
qwen35-9b,g24p2_023,EXC+,7.830736183362815
qwen35-9b,g24p2_023,EXC-,18.037448157032543
qwen35-9b,g24p2_023,MNR+,99.55675877748328
qwen35-9b,g24p2_023,MNR-,6.253380789967029
qwen35-9b,g24p2_023,RND+,98.4675265090757
qwen35-9b,g24p2_023,RND-,92.60983976320243
qwen35-9b,g24p2_023,STR+,98.86182697099015
qwen35-9b,g24p2_023,STR-,3.7812623862489096
qwen35-9b,g24p2_023,Y0,99.36361955311394
qwen35-9b,g24p2_024,ADM+,98.7386949304384
qwen35-9b,g24p2_024,ADM-,0.22609553712291733
qwen35-9b,g24p2_024,CF+,98.86207006008641
qwen35-9b,g24p2_024,CF-,3.1744090558145466
qwen35-9b,g24p2_024,EXC+,2.1437052870871804
qwen35-9b,g24p2_024,EXC-,3.4939678999887844
qwen35-9b,g24p2_024,MNR+,97.93964162055363
qwen35-9b,g24p2_024,MNR-,8.562515853625984
qwen35-9b,g24p2_024,RND+,98.57328434383949
qwen35-9b,g24p2_024,RND-,6.5311297550935
qwen35-9b,g24p2_024,STR+,96.0009336522661
qwen35-9b,g24p2_024,STR-,28.525253369374994
qwen35-9b,g24p2_024,Y0,93.02769718315376
qwen35-9b,g24p2_026,ADM+,96.60444593861263
qwen35-9b,g24p2_026,ADM-,0.37012659060838016
qwen35-9b,g24p2_026,CF+,1.8424255407815116
qwen35-9b,g24p2_026,CF-,1.173780235361732
qwen35-9b,g24p2_026,EXC+,50.43713094176971
qwen35-9b,g24p2_026,EXC-,3.530899368245791
qwen35-9b,g24p2_026,MNR+,98.44836435049007
qwen35-9b,g24p2_026,MNR-,2.0882160972790214
qwen35-9b,g24p2_026,RND+,78.27547408939682
qwen35-9b,g24p2_026,RND-,0.8666453434167771
qwen35-9b,g24p2_026,STR+,15.242858420867883
qwen35-9b,g24p2_026,STR-,18.16442729301098
qwen35-9b,g24p2_026,Y0,16.29904635198105
qwen35-9b,g24p2_027,ADM+,99.8244644236458
qwen35-9b,g24p2_027,ADM-,2.228889566667741
qwen35-9b,g24p2_027,CF+,97.64067496498139
qwen35-9b,g24p2_027,CF-,95.21776937451608
qwen35-9b,g24p2_027,EXC+,8.678004639587392
qwen35-9b,g24p2_027,EXC-,18.72848109140496
qwen35-9b,g24p2_027,MNR+,99.24771773383272
qwen35-9b,g24p2_027,MNR-,99.64487065576223
qwen35-9b,g24p2_027,RND+,97.72984281633042
qwen35-9b,g24p2_027,RND-,94.46463291709091
qwen35-9b,g24p2_027,STR+,28.064882086084904
qwen35-9b,g24p2_027,STR-,94.2486132631999
qwen35-9b,g24p2_027,Y0,99.76876291564182
qwen35-9b,g24p2_028,ADM+,98.45804345970939
qwen35-9b,g24p2_028,ADM-,5.87019349713264
qwen35-9b,g24p2_028,CF+,98.41035893419424
qwen35-9b,g24p2_028,CF-,29.418720751724955
qwen35-9b,g24p2_028,EXC+,17.024395428534994
qwen35-9b,g24p2_028,EXC-,3.947840005059051
qwen35-9b,g24p2_028,MNR+,98.13039343769617
qwen35-9b,g24p2_028,MNR-,5.902404735425042
qwen35-9b,g24p2_028,RND+,98.20746253878738
qwen35-9b,g24p2_028,RND-,6.1401933530843715
qwen35-9b,g24p2_028,STR+,38.47919033863192
qwen35-9b,g24p2_028,STR-,1.5518791879882152
qwen35-9b,g24p2_028,Y0,6.522038096566707
qwen35-9b,g24p2_029,ADM+,99.39491245714217
qwen35-9b,g24p2_029,ADM-,6.016875395961144
qwen35-9b,g24p2_029,CF+,99.35231419644646
qwen35-9b,g24p2_029,CF-,0.7424451872213459
qwen35-9b,g24p2_029,EXC+,6.5364950868315335
qwen35-9b,g24p2_029,EXC-,12.377296912848461
qwen35-9b,g24p2_029,MNR+,98.44865796108502
qwen35-9b,g24p2_029,MNR-,1.7849645660909532
qwen35-9b,g24p2_029,RND+,99.15023424754526
qwen35-9b,g24p2_029,RND-,1.48029201658939
qwen35-9b,g24p2_029,STR+,97.91445736860496
qwen35-9b,g24p2_029,STR-,1.9253213712114179
qwen35-9b,g24p2_029,Y0,98.39932086605447
qwen35-9b,g24p2_033,ADM+,97.98299607268693
qwen35-9b,g24p2_033,ADM-,7.322306682528502
qwen35-9b,g24p2_033,CF+,96.77874339117801
qwen35-9b,g24p2_033,CF-,13.861251955257961
qwen35-9b,g24p2_033,EXC+,3.1800659962418507
qwen35-9b,g24p2_033,EXC-,0.014042657612095681
qwen35-9b,g24p2_033,MNR+,96.92642496870366
qwen35-9b,g24p2_033,MNR-,25.54763452244503
qwen35-9b,g24p2_033,RND+,87.82590101866242
qwen35-9b,g24p2_033,RND-,88.93688766831863
qwen35-9b,g24p2_033,STR+,40.70541486030043
qwen35-9b,g24p2_033,STR-,6.116896260347151
qwen35-9b,g24p2_033,Y0,4.389877279137626
qwen35-9b,g24p2_034,ADM+,96.66471259078523
qwen35-9b,g24p2_034,ADM-,0.5756597851912305
qwen35-9b,g24p2_034,CF+,97.87799908978245
qwen35-9b,g24p2_034,CF-,93.42358042371293
qwen35-9b,g24p2_034,EXC+,4.416199333848002
qwen35-9b,g24p2_034,EXC-,3.221898181999263
qwen35-9b,g24p2_034,MNR+,97.99917883175132
qwen35-9b,g24p2_034,MNR-,11.596222109104154
qwen35-9b,g24p2_034,RND+,97.23679438711684
qwen35-9b,g24p2_034,RND-,97.1688057425211
qwen35-9b,g24p2_034,STR+,22.303350665701053
qwen35-9b,g24p2_034,STR-,33.10557312036478
qwen35-9b,g24p2_034,Y0,1.2221182753611153
qwen35-9b,g24p2_035,ADM+,99.24758080708357
qwen35-9b,g24p2_035,ADM-,98.69723538806154
qwen35-9b,g24p2_035,CF+,7.565118883580673
qwen35-9b,g24p2_035,CF-,17.486457704751057
qwen35-9b,g24p2_035,EXC+,95.63617196784975
qwen35-9b,g24p2_035,EXC-,95.59130027645902
qwen35-9b,g24p2_035,MNR+,83.44798035236035
qwen35-9b,g24p2_035,MNR-,92.23201654550982
qwen35-9b,g24p2_035,RND+,3.4149234196225264
qwen35-9b,g24p2_035,RND-,17.104060486767153
qwen35-9b,g24p2_035,STR+,1.095022117649203
qwen35-9b,g24p2_035,STR-,97.82479347311376
qwen35-9b,g24p2_035,Y0,3.3090970848047028
qwen35-9b,g24p2_036,ADM+,99.37414637521624
qwen35-9b,g24p2_036,ADM-,18.989154167214803
qwen35-9b,g24p2_036,CF+,99.17135114430874
qwen35-9b,g24p2_036,CF-,97.40965978804886
qwen35-9b,g24p2_036,EXC+,97.82407159200687
qwen35-9b,g24p2_036,EXC-,30.43553871122813
qwen35-9b,g24p2_036,MNR+,99.41950648855092
qwen35-9b,g24p2_036,MNR-,87.79243609390056
qwen35-9b,g24p2_036,RND+,98.77961805785637
qwen35-9b,g24p2_036,RND-,97.19350322723412
qwen35-9b,g24p2_036,STR+,97.75992482409157
qwen35-9b,g24p2_036,STR-,96.66362955134859
qwen35-9b,g24p2_036,Y0,99.83783259174962
qwen35-9b,g24p2_037,ADM+,11.276888833331391
qwen35-9b,g24p2_037,ADM-,99.00360828783239
qwen35-9b,g24p2_037,CF+,3.577033148378957
qwen35-9b,g24p2_037,CF-,99.98876684857484
qwen35-9b,g24p2_037,EXC+,16.441289883707274
qwen35-9b,g24p2_037,EXC-,7.835284346657509
qwen35-9b,g24p2_037,MNR+,88.73369214937003
qwen35-9b,g24p2_037,MNR-,99.18214221280294
qwen35-9b,g24p2_037,RND+,2.960785157571474
qwen35-9b,g24p2_037,RND-,41.43924880638261
qwen35-9b,g24p2_037,STR+,12.707512400984264
qwen35-9b,g24p2_037,STR-,15.007424111124813
qwen35-9b,g24p2_037,Y0,0.01290361303283012
qwen35-9b,g24p2_038,ADM+,99.86257566054906
qwen35-9b,g24p2_038,ADM-,98.1065760077646
qwen35-9b,g24p2_038,CF+,99.47589768346802
qwen35-9b,g24p2_038,CF-,4.159124713121499
qwen35-9b,g24p2_038,EXC+,32.783232080076644
qwen35-9b,g24p2_038,EXC-,8.338321504277717
qwen35-9b,g24p2_038,MNR+,99.61333207440723
qwen35-9b,g24p2_038,MNR-,45.1525048583521
qwen35-9b,g24p2_038,RND+,98.69815931510503
