model,p2_id,item_id,arm,kind,value
gemma3-12b,g24p2_006,g24p2_006_minus,minus,strong_exclude_post,66.66052677000415
gemma3-12b,g24p2_006,g24p2_006_minus,minus,counterfactual_delete_post,55.536858400088164
gemma3-12b,g24p2_010,g24p2_010_plus,plus,base,57.00233402308699
gemma3-12b,g24p2_010,g24p2_010_plus,plus,admit_post,99.87786172928443
gemma3-12b,g24p2_010,g24p2_010_plus,plus,exclude_post,66.66400943373569
gemma3-12b,g24p2_010,g24p2_010_plus,plus,strong_exclude_post,55.2544470324802
gemma3-12b,g24p2_010,g24p2_010_plus,plus,counterfactual_delete_post,55.50709514498547
gemma3-12b,g24p2_010,g24p2_010_minus,minus,admit_post,88.8983633013242
gemma3-12b,g24p2_010,g24p2_010_minus,minus,exclude_post,56.69125206436421
gemma3-12b,g24p2_010,g24p2_010_minus,minus,strong_exclude_post,55.464907664436424
gemma3-12b,g24p2_010,g24p2_010_minus,minus,counterfactual_delete_post,55.412747282500035
gemma3-12b,g24p2_011,g24p2_011_plus,plus,base,88.96324021637056
gemma3-12b,g24p2_011,g24p2_011_plus,plus,admit_post,99.99202288518715
gemma3-12b,g24p2_011,g24p2_011_plus,plus,exclude_post,78.1797096837916
gemma3-12b,g24p2_011,g24p2_011_plus,plus,strong_exclude_post,89.21454971603235
gemma3-12b,g24p2_011,g24p2_011_plus,plus,counterfactual_delete_post,64.63993486360943
gemma3-12b,g24p2_011,g24p2_011_minus,minus,admit_post,77.26638294687832
gemma3-12b,g24p2_011,g24p2_011_minus,minus,exclude_post,67.47428987704531
gemma3-12b,g24p2_011,g24p2_011_minus,minus,strong_exclude_post,99.9646734043578
gemma3-12b,g24p2_011,g24p2_011_minus,minus,counterfactual_delete_post,55.79978672072422
gemma3-12b,g24p2_012,g24p2_012_plus,plus,base,0.0002570081119855559
gemma3-12b,g24p2_012,g24p2_012_plus,plus,admit_post,91.36332735204746
gemma3-12b,g24p2_012,g24p2_012_plus,plus,exclude_post,42.40189074802018
gemma3-12b,g24p2_012,g24p2_012_plus,plus,strong_exclude_post,17.349295621779984
gemma3-12b,g24p2_012,g24p2_012_plus,plus,counterfactual_delete_post,34.65479099215271
gemma3-12b,g24p2_012,g24p2_012_minus,minus,admit_post,34.35101441136356
gemma3-12b,g24p2_012,g24p2_012_minus,minus,exclude_post,55.465737750579095
gemma3-12b,g24p2_012,g24p2_012_minus,minus,strong_exclude_post,0.0008454591980848196
gemma3-12b,g24p2_012,g24p2_012_minus,minus,counterfactual_delete_post,23.27181176571117
gemma3-12b,g24p2_014,g24p2_014_plus,plus,base,99.99953327828229
gemma3-12b,g24p2_014,g24p2_014_plus,plus,admit_post,99.99987022596437
gemma3-12b,g24p2_014,g24p2_014_plus,plus,exclude_post,55.415065611965986
gemma3-12b,g24p2_014,g24p2_014_plus,plus,strong_exclude_post,55.555554616568294
gemma3-12b,g24p2_014,g24p2_014_plus,plus,counterfactual_delete_post,55.40968502193819
gemma3-12b,g24p2_014,g24p2_014_minus,minus,admit_post,0.0005115219506366043
gemma3-12b,g24p2_014,g24p2_014_minus,minus,exclude_post,0.04712654914411556
gemma3-12b,g24p2_014,g24p2_014_minus,minus,strong_exclude_post,55.53935622893647
gemma3-12b,g24p2_014,g24p2_014_minus,minus,counterfactual_delete_post,55.5390117526476
gemma3-12b,g24p2_015,g24p2_015_plus,plus,base,21.674827125724914
gemma3-12b,g24p2_015,g24p2_015_plus,plus,admit_post,99.99940328958189
gemma3-12b,g24p2_015,g24p2_015_plus,plus,exclude_post,55.516154037720185
gemma3-12b,g24p2_015,g24p2_015_plus,plus,strong_exclude_post,55.49280950137527
gemma3-12b,g24p2_015,g24p2_015_plus,plus,counterfactual_delete_post,55.538213997360174
gemma3-12b,g24p2_015,g24p2_015_minus,minus,admit_post,88.98414081381466
gemma3-12b,g24p2_015,g24p2_015_minus,minus,exclude_post,55.537748522363664
gemma3-12b,g24p2_015,g24p2_015_minus,minus,strong_exclude_post,55.53248980965684
gemma3-12b,g24p2_015,g24p2_015_minus,minus,counterfactual_delete_post,55.340311494344114
gemma3-12b,g24p2_016,g24p2_016_plus,plus,base,77.3630462982866
gemma3-12b,g24p2_016,g24p2_016_plus,plus,admit_post,85.90075647643313
gemma3-12b,g24p2_016,g24p2_016_plus,plus,exclude_post,77.9753444889071
gemma3-12b,g24p2_016,g24p2_016_plus,plus,strong_exclude_post,66.68914932971279
gemma3-12b,g24p2_016,g24p2_016_plus,plus,counterfactual_delete_post,55.49519964589872
gemma3-12b,g24p2_016,g24p2_016_minus,minus,admit_post,11.175354749559894
gemma3-12b,g24p2_016,g24p2_016_minus,minus,exclude_post,15.953976973597428
gemma3-12b,g24p2_016,g24p2_016_minus,minus,strong_exclude_post,55.48311122898113
gemma3-12b,g24p2_016,g24p2_016_minus,minus,counterfactual_delete_post,55.531841255241005
gemma3-12b,g24p2_017,g24p2_017_plus,plus,base,90.53382600640961
gemma3-12b,g24p2_017,g24p2_017_plus,plus,admit_post,99.98699349720059
gemma3-12b,g24p2_017,g24p2_017_plus,plus,exclude_post,55.504528217738866
gemma3-12b,g24p2_017,g24p2_017_plus,plus,strong_exclude_post,55.18054330901203
gemma3-12b,g24p2_017,g24p2_017_plus,plus,counterfactual_delete_post,55.524294032757666
gemma3-12b,g24p2_017,g24p2_017_minus,minus,admit_post,0.03558322169492027
gemma3-12b,g24p2_017,g24p2_017_minus,minus,exclude_post,0.0173157891334962
gemma3-12b,g24p2_017,g24p2_017_minus,minus,strong_exclude_post,55.524914372176035
gemma3-12b,g24p2_017,g24p2_017_minus,minus,counterfactual_delete_post,55.54616567078867
gemma3-12b,g24p2_018,g24p2_018_plus,plus,base,99.99974883874249
gemma3-12b,g24p2_018,g24p2_018_plus,plus,admit_post,99.99985504009514
gemma3-12b,g24p2_018,g24p2_018_plus,plus,exclude_post,99.99894678821317
gemma3-12b,g24p2_018,g24p2_018_plus,plus,strong_exclude_post,88.84753246320591
gemma3-12b,g24p2_018,g24p2_018_plus,plus,counterfactual_delete_post,55.58314726874744
gemma3-12b,g24p2_018,g24p2_018_minus,minus,admit_post,99.99797452644988
gemma3-12b,g24p2_018,g24p2_018_minus,minus,exclude_post,77.74720438782802
gemma3-12b,g24p2_018,g24p2_018_minus,minus,strong_exclude_post,87.83087445122149
gemma3-12b,g24p2_018,g24p2_018_minus,minus,counterfactual_delete_post,55.69721240723158
gemma3-12b,g24p2_019,g24p2_019_plus,plus,base,51.360559068231765
gemma3-12b,g24p2_019,g24p2_019_plus,plus,admit_post,88.87357599378235
gemma3-12b,g24p2_019,g24p2_019_plus,plus,exclude_post,55.52072263412853
gemma3-12b,g24p2_019,g24p2_019_plus,plus,strong_exclude_post,44.391576554005375
gemma3-12b,g24p2_019,g24p2_019_plus,plus,counterfactual_delete_post,45.45938338989858
gemma3-12b,g24p2_019,g24p2_019_minus,minus,admit_post,86.86198191521402
gemma3-12b,g24p2_019,g24p2_019_minus,minus,exclude_post,36.89171620380687
gemma3-12b,g24p2_019,g24p2_019_minus,minus,strong_exclude_post,30.34773140219511
gemma3-12b,g24p2_019,g24p2_019_minus,minus,counterfactual_delete_post,55.13399823971178
gemma3-12b,g24p2_020,g24p2_020_plus,plus,base,99.99901610839804
gemma3-12b,g24p2_020,g24p2_020_plus,plus,admit_post,95.13527156075489
gemma3-12b,g24p2_020,g24p2_020_plus,plus,exclude_post,54.78607001813088
gemma3-12b,g24p2_020,g24p2_020_plus,plus,strong_exclude_post,99.95444123151104
gemma3-12b,g24p2_020,g24p2_020_plus,plus,counterfactual_delete_post,55.49582861270494
gemma3-12b,g24p2_020,g24p2_020_minus,minus,admit_post,84.02397613632496
gemma3-12b,g24p2_020,g24p2_020_minus,minus,exclude_post,55.47958697086983
gemma3-12b,g24p2_020,g24p2_020_minus,minus,strong_exclude_post,0.008178712669306512
gemma3-12b,g24p2_020,g24p2_020_minus,minus,counterfactual_delete_post,55.29384927423675
gemma3-12b,g24p2_021,g24p2_021_plus,plus,base,54.53624498358195
gemma3-12b,g24p2_021,g24p2_021_plus,plus,admit_post,4.7794252859616055e-05
gemma3-12b,g24p2_021,g24p2_021_plus,plus,exclude_post,1.8343261465772905e-05
gemma3-12b,g24p2_021,g24p2_021_plus,plus,strong_exclude_post,55.47920759649727
gemma3-12b,g24p2_021,g24p2_021_plus,plus,counterfactual_delete_post,55.5371159211206
gemma3-12b,g24p2_021,g24p2_021_minus,minus,admit_post,3.6938317148654084e-05
gemma3-12b,g24p2_021,g24p2_021_minus,minus,exclude_post,2.4023610504026053e-05
gemma3-12b,g24p2_021,g24p2_021_minus,minus,strong_exclude_post,55.47864056571146
gemma3-12b,g24p2_021,g24p2_021_minus,minus,counterfactual_delete_post,55.53570407821681
gemma3-12b,g24p2_023,g24p2_023_plus,plus,base,93.75358843082618
gemma3-12b,g24p2_023,g24p2_023_plus,plus,admit_post,99.954775239534
gemma3-12b,g24p2_023,g24p2_023_plus,plus,exclude_post,99.98890955031032
gemma3-12b,g24p2_023,g24p2_023_plus,plus,strong_exclude_post,88.91622550211193
gemma3-12b,g24p2_023,g24p2_023_plus,plus,counterfactual_delete_post,66.6521394155564
gemma3-12b,g24p2_023,g24p2_023_minus,minus,admit_post,88.88529316941852
gemma3-12b,g24p2_023,g24p2_023_minus,minus,exclude_post,99.42964527911845
gemma3-12b,g24p2_023,g24p2_023_minus,minus,strong_exclude_post,88.91012874816708
gemma3-12b,g24p2_023,g24p2_023_minus,minus,counterfactual_delete_post,68.68955642854786
gemma3-12b,g24p2_024,g24p2_024_plus,plus,base,66.65851750854503
gemma3-12b,g24p2_024,g24p2_024_plus,plus,admit_post,89.08873069347817
gemma3-12b,g24p2_024,g24p2_024_plus,plus,exclude_post,97.96496700883674
gemma3-12b,g24p2_024,g24p2_024_plus,plus,strong_exclude_post,77.72456580486964
gemma3-12b,g24p2_024,g24p2_024_plus,plus,counterfactual_delete_post,55.54475035828395
gemma3-12b,g24p2_024,g24p2_024_minus,minus,admit_post,88.9163489069233
gemma3-12b,g24p2_024,g24p2_024_minus,minus,exclude_post,88.89891204563986
gemma3-12b,g24p2_024,g24p2_024_minus,minus,strong_exclude_post,86.42004244424137
gemma3-12b,g24p2_024,g24p2_024_minus,minus,counterfactual_delete_post,55.692013774680326
gemma3-12b,g24p2_026,g24p2_026_plus,plus,base,69.1394544465846
gemma3-12b,g24p2_026,g24p2_026_plus,plus,admit_post,99.99901195539742
gemma3-12b,g24p2_026,g24p2_026_plus,plus,exclude_post,55.52746922601364
gemma3-12b,g24p2_026,g24p2_026_plus,plus,strong_exclude_post,55.53516809499199
gemma3-12b,g24p2_026,g24p2_026_plus,plus,counterfactual_delete_post,55.54764648208279
gemma3-12b,g24p2_026,g24p2_026_minus,minus,admit_post,2.554095059479553e-05
gemma3-12b,g24p2_026,g24p2_026_minus,minus,exclude_post,1.5900733986164538e-05
gemma3-12b,g24p2_026,g24p2_026_minus,minus,strong_exclude_post,55.53878410003992
gemma3-12b,g24p2_026,g24p2_026_minus,minus,counterfactual_delete_post,55.54565239800749
gemma3-12b,g24p2_027,g24p2_027_plus,plus,base,99.99205663184767
gemma3-12b,g24p2_027,g24p2_027_plus,plus,admit_post,99.99981424800232
gemma3-12b,g24p2_027,g24p2_027_plus,plus,exclude_post,55.49765608130488
gemma3-12b,g24p2_027,g24p2_027_plus,plus,strong_exclude_post,55.5228535180412
gemma3-12b,g24p2_027,g24p2_027_plus,plus,counterfactual_delete_post,55.48954607294188
gemma3-12b,g24p2_027,g24p2_027_minus,minus,admit_post,15.814749851352211
gemma3-12b,g24p2_027,g24p2_027_minus,minus,exclude_post,22.002880850078824
gemma3-12b,g24p2_027,g24p2_027_minus,minus,strong_exclude_post,88.891909953051
gemma3-12b,g24p2_027,g24p2_027_minus,minus,counterfactual_delete_post,55.57179361295865
gemma3-12b,g24p2_028,g24p2_028_plus,plus,base,40.91088090509308
gemma3-12b,g24p2_028,g24p2_028_plus,plus,admit_post,0.003867833960558375
gemma3-12b,g24p2_028,g24p2_028_plus,plus,exclude_post,0.0003167392895194113
gemma3-12b,g24p2_028,g24p2_028_plus,plus,strong_exclude_post,54.24511442765053
gemma3-12b,g24p2_028,g24p2_028_plus,plus,counterfactual_delete_post,55.52084635470371
gemma3-12b,g24p2_028,g24p2_028_minus,minus,admit_post,10.289532912364274
gemma3-12b,g24p2_028,g24p2_028_minus,minus,exclude_post,0.00027855519477345224
gemma3-12b,g24p2_028,g24p2_028_minus,minus,strong_exclude_post,54.2452880890269
gemma3-12b,g24p2_028,g24p2_028_minus,minus,counterfactual_delete_post,55.53559312951977
gemma3-12b,g24p2_029,g24p2_029_plus,plus,base,99.96464055405896
gemma3-12b,g24p2_029,g24p2_029_plus,plus,admit_post,99.99904393998924
gemma3-12b,g24p2_029,g24p2_029_plus,plus,exclude_post,55.54437658037537
gemma3-12b,g24p2_029,g24p2_029_plus,plus,strong_exclude_post,58.01974108460235
gemma3-12b,g24p2_029,g24p2_029_plus,plus,counterfactual_delete_post,55.53764970353365
gemma3-12b,g24p2_029,g24p2_029_minus,minus,admit_post,89.08258295701707
gemma3-12b,g24p2_029,g24p2_029_minus,minus,exclude_post,55.46270498378458
gemma3-12b,g24p2_029,g24p2_029_minus,minus,strong_exclude_post,77.52614052688116
gemma3-12b,g24p2_029,g24p2_029_minus,minus,counterfactual_delete_post,55.25870554665013
gemma3-12b,g24p2_033,g24p2_033_plus,plus,base,55.539674667261615
gemma3-12b,g24p2_033,g24p2_033_plus,plus,admit_post,87.83097493219577
gemma3-12b,g24p2_033,g24p2_033_plus,plus,exclude_post,55.32923391071985
gemma3-12b,g24p2_033,g24p2_033_plus,plus,strong_exclude_post,55.4103764858568
gemma3-12b,g24p2_033,g24p2_033_plus,plus,counterfactual_delete_post,55.54641082231438
gemma3-12b,g24p2_033,g24p2_033_minus,minus,admit_post,6.920320622145426
gemma3-12b,g24p2_033,g24p2_033_minus,minus,exclude_post,55.6117668073876
gemma3-12b,g24p2_033,g24p2_033_minus,minus,strong_exclude_post,55.538243388307485
gemma3-12b,g24p2_033,g24p2_033_minus,minus,counterfactual_delete_post,55.55555447456196
gemma3-12b,g24p2_034,g24p2_034_plus,plus,base,66.69287830140692
gemma3-12b,g24p2_034,g24p2_034_plus,plus,admit_post,89.04514639195365
gemma3-12b,g24p2_034,g24p2_034_plus,plus,exclude_post,74.17867171206053
gemma3-12b,g24p2_034,g24p2_034_plus,plus,strong_exclude_post,77.77705795011508
gemma3-12b,g24p2_034,g24p2_034_plus,plus,counterfactual_delete_post,66.54581836549647
gemma3-12b,g24p2_034,g24p2_034_minus,minus,admit_post,88.89049033217543
gemma3-12b,g24p2_034,g24p2_034_minus,minus,exclude_post,77.80469048591807
gemma3-12b,g24p2_034,g24p2_034_minus,minus,strong_exclude_post,77.75256436768429
gemma3-12b,g24p2_034,g24p2_034_minus,minus,counterfactual_delete_post,66.25202823233653
gemma3-12b,g24p2_035,g24p2_035_plus,plus,base,0.021473089007435494
gemma3-12b,g24p2_035,g24p2_035_plus,plus,admit_post,90.76432037341476
gemma3-12b,g24p2_035,g24p2_035_plus,plus,exclude_post,0.0026062778210859793
gemma3-12b,g24p2_035,g24p2_035_plus,plus,strong_exclude_post,0.1566755752832357
gemma3-12b,g24p2_035,g24p2_035_plus,plus,counterfactual_delete_post,11.145532561604663
gemma3-12b,g24p2_035,g24p2_035_minus,minus,admit_post,78.95532234580868
gemma3-12b,g24p2_035,g24p2_035_minus,minus,exclude_post,7.868211261571775e-05
gemma3-12b,g24p2_035,g24p2_035_minus,minus,strong_exclude_post,5.561473635634251
gemma3-12b,g24p2_035,g24p2_035_minus,minus,counterfactual_delete_post,31.306319789201225
gemma3-12b,g24p2_036,g24p2_036_plus,plus,base,88.88949490287057
gemma3-12b,g24p2_036,g24p2_036_plus,plus,admit_post,89.0451340683915
gemma3-12b,g24p2_036,g24p2_036_plus,plus,exclude_post,55.53852833281784
gemma3-12b,g24p2_036,g24p2_036_plus,plus,strong_exclude_post,66.75908366236936
gemma3-12b,g24p2_036,g24p2_036_plus,plus,counterfactual_delete_post,55.873567936870245
gemma3-12b,g24p2_036,g24p2_036_minus,minus,admit_post,11.067533831114828
gemma3-12b,g24p2_036,g24p2_036_minus,minus,exclude_post,60.427022017690575
gemma3-12b,g24p2_036,g24p2_036_minus,minus,strong_exclude_post,78.03282152085815
gemma3-12b,g24p2_036,g24p2_036_minus,minus,counterfactual_delete_post,65.82465159524399
gemma3-12b,g24p2_037,g24p2_037_plus,plus,base,22.115623079942946
gemma3-12b,g24p2_037,g24p2_037_plus,plus,admit_post,88.92412361804877
gemma3-12b,g24p2_037,g24p2_037_plus,plus,exclude_post,88.73633121553534
gemma3-12b,g24p2_037,g24p2_037_plus,plus,strong_exclude_post,33.29490335207541
gemma3-12b,g24p2_037,g24p2_037_plus,plus,counterfactual_delete_post,55.537070639453546
gemma3-12b,g24p2_037,g24p2_037_minus,minus,admit_post,88.98418083182895
gemma3-12b,g24p2_037,g24p2_037_minus,minus,exclude_post,55.46870105570958
gemma3-12b,g24p2_037,g24p2_037_minus,minus,strong_exclude_post,16.05497800262979
gemma3-12b,g24p2_037,g24p2_037_minus,minus,counterfactual_delete_post,55.538987008088974
gemma3-12b,g24p2_038,g24p2_038_plus,plus,base,55.54752438745546
gemma3-12b,g24p2_038,g24p2_038_plus,plus,admit_post,99.98331981031453
gemma3-12b,g24p2_038,g24p2_038_plus,plus,exclude_post,98.93818672090678
gemma3-12b,g24p2_038,g24p2_038_plus,plus,strong_exclude_post,63.09998736319653
gemma3-12b,g24p2_038,g24p2_038_plus,plus,counterfactual_delete_post,54.475436007228595
gemma3-12b,g24p2_038,g24p2_038_minus,minus,admit_post,99.67430848569326
gemma3-12b,g24p2_038,g24p2_038_minus,minus,exclude_post,55.50785536364913
gemma3-12b,g24p2_038,g24p2_038_minus,minus,strong_exclude_post,66.67113415527042
gemma3-12b,g24p2_038,g24p2_038_minus,minus,counterfactual_delete_post,55.47267882461327
gemma3-12b,g24p2_039,g24p2_039_plus,plus,base,55.541825857310236
gemma3-12b,g24p2_039,g24p2_039_plus,plus,admit_post,99.99770335029835
gemma3-12b,g24p2_039,g24p2_039_plus,plus,exclude_post,99.99366386686876
gemma3-12b,g24p2_039,g24p2_039_plus,plus,strong_exclude_post,55.523165454421076
gemma3-12b,g24p2_039,g24p2_039_plus,plus,counterfactual_delete_post,55.55026031738461
gemma3-12b,g24p2_039,g24p2_039_minus,minus,admit_post,3.0055369761869245e-05
gemma3-12b,g24p2_039,g24p2_039_minus,minus,exclude_post,55.53403973819268
gemma3-12b,g24p2_039,g24p2_039_minus,minus,strong_exclude_post,55.50046243779294
gemma3-12b,g24p2_039,g24p2_039_minus,minus,counterfactual_delete_post,55.544188109175586
gemma3-12b,g24p2_040,g24p2_040_plus,plus,base,99.96469585786195
gemma3-12b,g24p2_040,g24p2_040_plus,plus,admit_post,88.47476330869225
gemma3-12b,g24p2_040,g24p2_040_plus,plus,exclude_post,99.9867936512561
gemma3-12b,g24p2_040,g24p2_040_plus,plus,strong_exclude_post,88.96280710817399
gemma3-12b,g24p2_040,g24p2_040_plus,plus,counterfactual_delete_post,59.75892943781404
gemma3-12b,g24p2_040,g24p2_040_minus,minus,admit_post,67.28944195047556
gemma3-12b,g24p2_040,g24p2_040_minus,minus,exclude_post,99.7350921602655
gemma3-12b,g24p2_040,g24p2_040_minus,minus,strong_exclude_post,99.87750059864511
gemma3-12b,g24p2_040,g24p2_040_minus,minus,counterfactual_delete_post,58.0330577783645
gemma3-12b,g24p2_041,g24p2_041_plus,plus,base,99.9960667067742
gemma3-12b,g24p2_041,g24p2_041_plus,plus,admit_post,99.99731616506851
gemma3-12b,g24p2_041,g24p2_041_plus,plus,exclude_post,0.005696303533618908
gemma3-12b,g24p2_041,g24p2_041_plus,plus,strong_exclude_post,55.5437613943823
gemma3-12b,g24p2_041,g24p2_041_plus,plus,counterfactual_delete_post,55.52446522085713
gemma3-12b,g24p2_041,g24p2_041_minus,minus,admit_post,0.0023460727193513903
gemma3-12b,g24p2_041,g24p2_041_minus,minus,exclude_post,2.637933568536807e-05
gemma3-12b,g24p2_041,g24p2_041_minus,minus,strong_exclude_post,55.2722533137287
gemma3-12b,g24p2_041,g24p2_041_minus,minus,counterfactual_delete_post,55.549239353111474
gemma3-12b,g24p2_043,g24p2_043_plus,plus,base,88.79367519356781
gemma3-12b,g24p2_043,g24p2_043_plus,plus,admit_post,99.99941190433259
gemma3-12b,g24p2_043,g24p2_043_plus,plus,exclude_post,55.544237156511606
gemma3-12b,g24p2_043,g24p2_043_plus,plus,strong_exclude_post,55.522410605500056
gemma3-12b,g24p2_043,g24p2_043_plus,plus,counterfactual_delete_post,55.54273109513119
gemma3-12b,g24p2_043,g24p2_043_minus,minus,admit_post,2.611795946054841e-05
gemma3-12b,g24p2_043,g24p2_043_minus,minus,exclude_post,55.50305203027232
gemma3-12b,g24p2_043,g24p2_043_minus,minus,strong_exclude_post,55.47735895264592
gemma3-12b,g24p2_043,g24p2_043_minus,minus,counterfactual_delete_post,55.54272258993144
gemma3-12b,g24p2_044,g24p2_044_plus,plus,base,88.88923031395757
gemma3-12b,g24p2_044,g24p2_044_plus,plus,admit_post,95.80509261312027
gemma3-12b,g24p2_044,g24p2_044_plus,plus,exclude_post,59.946967329788876
gemma3-12b,g24p2_044,g24p2_044_plus,plus,strong_exclude_post,77.80006326712423
gemma3-12b,g24p2_044,g24p2_044_plus,plus,counterfactual_delete_post,56.0783935414729
gemma3-12b,g24p2_044,g24p2_044_minus,minus,admit_post,11.755340656366208
gemma3-12b,g24p2_044,g24p2_044_minus,minus,exclude_post,52.21155363859227
gemma3-12b,g24p2_044,g24p2_044_minus,minus,strong_exclude_post,66.71974130107625
gemma3-12b,g24p2_044,g24p2_044_minus,minus,counterfactual_delete_post,55.523736305290214
gemma3-12b,g24p2_046,g24p2_046_plus,plus,base,33.39831605758573
gemma3-12b,g24p2_046,g24p2_046_plus,plus,admit_post,88.92410860290077
gemma3-12b,g24p2_046,g24p2_046_plus,plus,exclude_post,55.44018212431698
gemma3-12b,g24p2_046,g24p2_046_plus,plus,strong_exclude_post,55.06176278485102
gemma3-12b,g24p2_046,g24p2_046_plus,plus,counterfactual_delete_post,33.17946103588697
gemma3-12b,g24p2_046,g24p2_046_minus,minus,admit_post,78.61993250403572
gemma3-12b,g24p2_046,g24p2_046_minus,minus,exclude_post,0.25425468633265585
gemma3-12b,g24p2_046,g24p2_046_minus,minus,strong_exclude_post,53.8791511541683
gemma3-12b,g24p2_046,g24p2_046_minus,minus,counterfactual_delete_post,30.34553209719043
gemma3-12b,g24p2_047,g24p2_047_plus,plus,base,88.92405296085794
gemma3-12b,g24p2_047,g24p2_047_plus,plus,admit_post,99.99520501656588
gemma3-12b,g24p2_047,g24p2_047_plus,plus,exclude_post,99.99458143961486
gemma3-12b,g24p2_047,g24p2_047_plus,plus,strong_exclude_post,55.53525830916851
gemma3-12b,g24p2_047,g24p2_047_plus,plus,counterfactual_delete_post,55.52020686761732
gemma3-12b,g24p2_047,g24p2_047_minus,minus,admit_post,4.201102099038482
gemma3-12b,g24p2_047,g24p2_047_minus,minus,exclude_post,55.78953540890747
gemma3-12b,g24p2_047,g24p2_047_minus,minus,strong_exclude_post,55.51668159262648
gemma3-12b,g24p2_047,g24p2_047_minus,minus,counterfactual_delete_post,55.53328694216352
gemma3-12b,g24p2_048,g24p2_048_plus,plus,base,0.000240166586238046
gemma3-12b,g24p2_048,g24p2_048_plus,plus,admit_post,99.99982690865494
gemma3-12b,g24p2_048,g24p2_048_plus,plus,exclude_post,99.99932275906137
gemma3-12b,g24p2_048,g24p2_048_plus,plus,strong_exclude_post,55.26246888388111
gemma3-12b,g24p2_048,g24p2_048_plus,plus,counterfactual_delete_post,55.54121957842099
gemma3-12b,g24p2_048,g24p2_048_minus,minus,admit_post,5.3764660622319986e-05
gemma3-12b,g24p2_048,g24p2_048_minus,minus,exclude_post,1.238674426517978e-05
gemma3-12b,g24p2_048,g24p2_048_minus,minus,strong_exclude_post,55.47947547581364
gemma3-12b,g24p2_048,g24p2_048_minus,minus,counterfactual_delete_post,55.538231233873404
gemma3-12b,g24p2_049,g24p2_049_plus,plus,base,66.64584718689254
gemma3-12b,g24p2_049,g24p2_049_plus,plus,admit_post,93.08376805201202
gemma3-12b,g24p2_049,g24p2_049_plus,plus,exclude_post,55.37200679234718
gemma3-12b,g24p2_049,g24p2_049_plus,plus,strong_exclude_post,55.51172836357105
gemma3-12b,g24p2_049,g24p2_049_plus,plus,counterfactual_delete_post,66.6231309644796
gemma3-12b,g24p2_049,g24p2_049_minus,minus,admit_post,33.498536016607346
gemma3-12b,g24p2_049,g24p2_049_minus,minus,exclude_post,43.12312794352233
gemma3-12b,g24p2_049,g24p2_049_minus,minus,strong_exclude_post,60.95987152235289
gemma3-12b,g24p2_049,g24p2_049_minus,minus,counterfactual_delete_post,74.79018427487509
gemma3-12b,g24p2_051,g24p2_051_plus,plus,base,99.97848390046735
gemma3-12b,g24p2_051,g24p2_051_plus,plus,admit_post,99.99944352708852
gemma3-12b,g24p2_051,g24p2_051_plus,plus,exclude_post,99.98083480658119
gemma3-12b,g24p2_051,g24p2_051_plus,plus,strong_exclude_post,55.537735647890656
gemma3-12b,g24p2_051,g24p2_051_plus,plus,counterfactual_delete_post,55.54972232597198
gemma3-12b,g24p2_051,g24p2_051_minus,minus,admit_post,0.00013276791931098188
gemma3-12b,g24p2_051,g24p2_051_minus,minus,exclude_post,0.004153227062625854
gemma3-12b,g24p2_051,g24p2_051_minus,minus,strong_exclude_post,55.54006511382494
gemma3-12b,g24p2_051,g24p2_051_minus,minus,counterfactual_delete_post,55.5447932285002
gemma3-12b,g24p2_053,g24p2_053_plus,plus,base,60.417078472294115
gemma3-12b,g24p2_053,g24p2_053_plus,plus,admit_post,99.99521243047315
gemma3-12b,g24p2_053,g24p2_053_plus,plus,exclude_post,55.413438900765655
gemma3-12b,g24p2_053,g24p2_053_plus,plus,strong_exclude_post,55.54043166008493
gemma3-12b,g24p2_053,g24p2_053_plus,plus,counterfactual_delete_post,55.54197981251009
gemma3-12b,g24p2_053,g24p2_053_minus,minus,admit_post,21.57979106428826
gemma3-12b,g24p2_053,g24p2_053_minus,minus,exclude_post,33.63203050101948
gemma3-12b,g24p2_053,g24p2_053_minus,minus,strong_exclude_post,55.7092912122066
gemma3-12b,g24p2_053,g24p2_053_minus,minus,counterfactual_delete_post,55.52983813515776
gemma3-12b,g24p2_054,g24p2_054_plus,plus,base,79.80428265650718
gemma3-12b,g24p2_054,g24p2_054_plus,plus,admit_post,88.81020601036641
gemma3-12b,g24p2_054,g24p2_054_plus,plus,exclude_post,85.33191039416576
gemma3-12b,g24p2_054,g24p2_054_plus,plus,strong_exclude_post,55.545524416353416
gemma3-12b,g24p2_054,g24p2_054_plus,plus,counterfactual_delete_post,55.398007423589746
gemma3-12b,g24p2_054,g24p2_054_minus,minus,admit_post,0.5271174551549139
gemma3-12b,g24p2_054,g24p2_054_minus,minus,exclude_post,59.90812502743675
gemma3-12b,g24p2_054,g24p2_054_minus,minus,strong_exclude_post,55.55281465013791
gemma3-12b,g24p2_054,g24p2_054_minus,minus,counterfactual_delete_post,55.54195201480402
gemma3-12b,g24p2_055,g24p2_055_plus,plus,base,99.99830229621249
gemma3-12b,g24p2_055,g24p2_055_plus,plus,admit_post,99.99992452157983
gemma3-12b,g24p2_055,g24p2_055_plus,plus,exclude_post,99.99955260904795
gemma3-12b,g24p2_055,g24p2_055_plus,plus,strong_exclude_post,55.515094930255486
gemma3-12b,g24p2_055,g24p2_055_plus,plus,counterfactual_delete_post,55.5460847942295
